,heart_rate_min,heart_rate_max,date_time_start_hourly,date_time_end_hourly,time_offset,sample_size,location,datetime,name,temp,uvindex,solarradiation,windspeed,humidity
0,58.0,100.0,2025-02-12 10:00:00,2025-02-12 11:00:00,UTC+0100,1,Eindhoven,2025-02-12 10:00:00,Eindhoven,3.7,1,85.0,7.2,94.02
1,62.0,83.0,2025-02-12 11:00:00,2025-02-12 12:00:00,UTC+0100,1,Eindhoven,2025-02-12 11:00:00,Eindhoven,4.2,1,125.0,7.3,92.58
2,69.0,109.0,2025-02-12 12:00:00,2025-02-12 13:00:00,UTC+0100,1,Eindhoven,2025-02-12 12:00:00,Eindhoven,4.4,1,103.0,4.0,91.68
3,71.0,110.0,2025-02-12 13:00:00,2025-02-12 14:00:00,UTC+0100,1,Eindhoven,2025-02-12 13:00:00,Eindhoven,4.9,1,123.0,7.0,90.15
4,65.0,114.0,2025-02-12 14:00:00,2025-02-12 15:00:00,UTC+0100,1,Eindhoven,2025-02-12 14:00:00,Eindhoven,5.1,1,83.0,6.8,89.22
5,76.0,76.0,2025-02-14 19:00:00,2025-02-14 20:00:00,UTC+0100,1,Eindhoven,2025-02-14 19:00:00,Eindhoven,1.3,0,0.0,3.5,85.35
6,103.0,103.0,2025-02-15 18:00:00,2025-02-15 19:00:00,UTC+0100,1,Eindhoven,2025-02-15 18:00:00,Eindhoven,2.2,0,0.0,7.5,64.38
7,91.0,104.0,2025-02-15 19:00:00,2025-02-15 20:00:00,UTC+0100,1,Eindhoven,2025-02-15 19:00:00,Eindhoven,2.0,0,0.0,10.2,65.12
8,64.0,64.0,2025-02-15 21:00:00,2025-02-15 22:00:00,UTC+0100,1,Eindhoven,2025-02-15 21:00:00,Eindhoven,1.5,0,0.0,7.3,67.96
9,61.0,61.0,2025-02-15 22:00:00,2025-02-15 23:00:00,UTC+0100,1,Eindhoven,2025-02-15 22:00:00,Eindhoven,1.0,0,0.0,7.5,68.74
10,64.0,64.0,2025-02-15 23:00:00,2025-02-16 00:00:00,UTC+0100,1,Eindhoven,2025-02-15 23:00:00,Eindhoven,1.0,0,0.0,7.3,68.84
11,61.0,61.0,2025-02-16 00:00:00,2025-02-16 01:00:00,UTC+0100,1,Eindhoven,2025-02-16 00:00:00,Eindhoven,1.0,0,0.0,10.6,69.86
12,60.0,60.0,2025-02-16 01:00:00,2025-02-16 02:00:00,UTC+0100,1,Eindhoven,2025-02-16 01:00:00,Eindhoven,0.5,0,0.0,14.0,75.92
13,58.0,58.0,2025-02-16 02:00:00,2025-02-16 03:00:00,UTC+0100,1,Eindhoven,2025-02-16 02:00:00,Eindhoven,0.1,0,0.0,10.6,81.39
14,58.0,58.0,2025-02-16 03:00:00,2025-02-16 04:00:00,UTC+0100,1,Eindhoven,2025-02-16 03:00:00,Eindhoven,0.0,0,0.0,7.6,82.35
15,60.0,60.0,2025-02-16 04:00:00,2025-02-16 05:00:00,UTC+0100,1,Eindhoven,2025-02-16 04:00:00,Eindhoven,-0.1,0,0.0,11.2,82.45
16,59.0,59.0,2025-02-16 05:00:00,2025-02-16 06:00:00,UTC+0100,1,Eindhoven,2025-02-16 05:00:00,Eindhoven,-0.6,0,0.0,13.3,83.64
17,61.0,61.0,2025-02-16 06:00:00,2025-02-16 07:00:00,UTC+0100,1,Eindhoven,2025-02-16 06:00:00,Eindhoven,-0.5,0,0.0,10.6,81.43
18,68.0,68.0,2025-02-16 07:00:00,2025-02-16 08:00:00,UTC+0100,1,Eindhoven,2025-02-16 07:00:00,Eindhoven,-1.1,0,0.0,10.8,80.56
19,75.0,75.0,2025-02-16 08:00:00,2025-02-16 09:00:00,UTC+0100,1,Eindhoven,2025-02-16 08:00:00,Eindhoven,-0.9,0,10.0,14.1,80.05
20,72.0,72.0,2025-02-16 09:00:00,2025-02-16 10:00:00,UTC+0100,1,Eindhoven,2025-02-16 09:00:00,Eindhoven,-1.1,0,35.0,21.6,81.88
21,70.0,70.0,2025-02-16 10:00:00,2025-02-16 11:00:00,UTC+0100,1,Eindhoven,2025-02-16 10:00:00,Eindhoven,0.2,2,194.0,17.9,76.61
22,70.0,70.0,2025-02-16 11:00:00,2025-02-16 12:00:00,UTC+0100,1,Eindhoven,2025-02-16 11:00:00,Eindhoven,1.6,3,253.0,21.4,65.82
23,68.0,68.0,2025-02-16 12:00:00,2025-02-16 13:00:00,UTC+0100,1,Eindhoven,2025-02-16 12:00:00,Eindhoven,2.2,4,373.0,21.7,59.78
24,74.0,74.0,2025-02-16 13:00:00,2025-02-16 14:00:00,UTC+0100,1,Eindhoven,2025-02-16 13:00:00,Eindhoven,3.2,3,309.0,18.7,55.03
25,83.0,83.0,2025-02-16 14:00:00,2025-02-16 15:00:00,UTC+0100,1,Eindhoven,2025-02-16 14:00:00,Eindhoven,4.0,4,404.0,22.1,49.95
26,66.0,66.0,2025-02-16 15:00:00,2025-02-16 16:00:00,UTC+0100,1,Eindhoven,2025-02-16 15:00:00,Eindhoven,4.1,3,330.0,19.2,49.36
27,56.0,65.0,2025-02-16 16:00:00,2025-02-16 17:00:00,UTC+0100,1,Eindhoven,2025-02-16 16:00:00,Eindhoven,4.1,2,230.0,21.5,53.97
28,71.0,71.0,2025-02-16 17:00:00,2025-02-16 18:00:00,UTC+0100,1,Eindhoven,2025-02-16 17:00:00,Eindhoven,3.3,1,50.0,23.6,57.33
29,68.0,68.0,2025-02-16 18:00:00,2025-02-16 19:00:00,UTC+0100,1,Eindhoven,2025-02-16 18:00:00,Eindhoven,2.4,0,0.0,17.2,62.0
30,63.0,63.0,2025-02-16 19:00:00,2025-02-16 20:00:00,UTC+0100,1,Eindhoven,2025-02-16 19:00:00,Eindhoven,1.3,0,0.0,17.1,70.42
31,61.0,61.0,2025-02-16 20:00:00,2025-02-16 21:00:00,UTC+0100,1,Eindhoven,2025-02-16 20:00:00,Eindhoven,0.6,0,0.0,17.1,74.24
32,56.0,56.0,2025-02-16 21:00:00,2025-02-16 22:00:00,UTC+0100,1,Eindhoven,2025-02-16 21:00:00,Eindhoven,0.0,0,0.0,17.2,77.35
33,54.0,54.0,2025-02-16 22:00:00,2025-02-16 23:00:00,UTC+0100,1,Eindhoven,2025-02-16 22:00:00,Eindhoven,-0.6,0,0.0,13.8,79.32
34,56.0,56.0,2025-02-16 23:00:00,2025-02-17 00:00:00,UTC+0100,1,Eindhoven,2025-02-16 23:00:00,Eindhoven,-1.0,0,0.0,13.7,78.66
35,58.0,58.0,2025-02-17 00:00:00,2025-02-17 01:00:00,UTC+0100,1,Eindhoven,2025-02-17 00:00:00,Eindhoven,-1.8,0,0.0,10.8,80.36
36,57.0,57.0,2025-02-17 01:00:00,2025-02-17 02:00:00,UTC+0100,1,Eindhoven,2025-02-17 01:00:00,Eindhoven,-2.3,0,0.0,7.7,82.37
37,56.0,56.0,2025-02-17 02:00:00,2025-02-17 03:00:00,UTC+0100,1,Eindhoven,2025-02-17 02:00:00,Eindhoven,-2.8,0,0.0,10.3,84.02
38,56.0,56.0,2025-02-17 03:00:00,2025-02-17 04:00:00,UTC+0100,1,Eindhoven,2025-02-17 03:00:00,Eindhoven,-3.1,0,0.0,10.4,85.66
39,55.0,55.0,2025-02-17 04:00:00,2025-02-17 05:00:00,UTC+0100,1,Eindhoven,2025-02-17 04:00:00,Eindhoven,-3.7,0,0.0,10.2,87.31
40,67.0,67.0,2025-02-17 05:00:00,2025-02-17 06:00:00,UTC+0100,1,Eindhoven,2025-02-17 05:00:00,Eindhoven,-4.0,0,0.0,7.3,87.96
41,78.0,78.0,2025-02-17 06:00:00,2025-02-17 07:00:00,UTC+0100,1,Eindhoven,2025-02-17 06:00:00,Eindhoven,-4.4,0,0.0,7.1,89.73
42,75.0,75.0,2025-02-17 07:00:00,2025-02-17 08:00:00,UTC+0100,1,Eindhoven,2025-02-17 07:00:00,Eindhoven,-4.5,0,0.0,7.1,91.09
43,76.0,76.0,2025-02-17 08:00:00,2025-02-17 09:00:00,UTC+0100,1,Eindhoven,2025-02-17 08:00:00,Eindhoven,-4.4,0,16.0,10.1,91.63
44,68.0,68.0,2025-02-17 09:00:00,2025-02-17 10:00:00,UTC+0100,1,Eindhoven,2025-02-17 09:00:00,Eindhoven,-2.9,1,149.0,7.1,86.66
45,72.0,72.0,2025-02-17 10:00:00,2025-02-17 11:00:00,UTC+0100,1,Eindhoven,2025-02-17 10:00:00,Eindhoven,-1.0,3,281.0,7.6,77.73
46,81.0,81.0,2025-02-17 11:00:00,2025-02-17 12:00:00,UTC+0100,1,Eindhoven,2025-02-17 11:00:00,Eindhoven,0.4,4,383.0,7.7,70.84
47,73.0,73.0,2025-02-17 12:00:00,2025-02-17 13:00:00,UTC+0100,1,Eindhoven,2025-02-17 12:00:00,Eindhoven,2.1,4,449.0,7.9,65.06
48,69.0,69.0,2025-02-17 13:00:00,2025-02-17 14:00:00,UTC+0100,1,Eindhoven,2025-02-17 13:00:00,Eindhoven,3.0,5,472.0,8.1,57.29
49,71.0,71.0,2025-02-17 14:00:00,2025-02-17 15:00:00,UTC+0100,1,Eindhoven,2025-02-17 14:00:00,Eindhoven,3.5,4,442.0,14.4,51.47
50,74.0,74.0,2025-02-17 15:00:00,2025-02-17 16:00:00,UTC+0100,1,Eindhoven,2025-02-17 15:00:00,Eindhoven,3.8,4,356.0,14.4,50.41
51,76.0,76.0,2025-02-17 16:00:00,2025-02-17 17:00:00,UTC+0100,1,Eindhoven,2025-02-17 16:00:00,Eindhoven,3.6,2,239.0,14.4,48.41
52,78.0,78.0,2025-02-17 17:00:00,2025-02-17 18:00:00,UTC+0100,1,Eindhoven,2025-02-17 17:00:00,Eindhoven,2.7,1,55.0,14.2,51.09
53,83.0,83.0,2025-02-17 18:00:00,2025-02-17 19:00:00,UTC+0100,1,Eindhoven,2025-02-17 18:00:00,Eindhoven,1.2,0,0.0,10.2,58.24
54,75.0,75.0,2025-02-17 19:00:00,2025-02-17 20:00:00,UTC+0100,1,Eindhoven,2025-02-17 19:00:00,Eindhoven,-1.2,0,0.0,7.6,67.33
55,79.0,79.0,2025-02-17 20:00:00,2025-02-17 21:00:00,UTC+0100,1,Eindhoven,2025-02-17 20:00:00,Eindhoven,-0.4,0,0.0,13.4,63.62
56,64.0,64.0,2025-02-17 21:00:00,2025-02-17 22:00:00,UTC+0100,1,Eindhoven,2025-02-17 21:00:00,Eindhoven,-1.1,0,0.0,10.3,66.59
57,66.0,66.0,2025-02-17 22:00:00,2025-02-17 23:00:00,UTC+0100,1,Eindhoven,2025-02-17 22:00:00,Eindhoven,-1.8,0,0.0,10.2,69.81
58,63.0,63.0,2025-02-17 23:00:00,2025-02-18 00:00:00,UTC+0100,1,Eindhoven,2025-02-17 23:00:00,Eindhoven,-3.1,0,0.0,7.4,74.34
59,59.0,59.0,2025-02-18 00:00:00,2025-02-18 01:00:00,UTC+0100,1,Eindhoven,2025-02-18 00:00:00,Eindhoven,-3.4,0,0.0,10.2,77.28
60,59.0,59.0,2025-02-18 01:00:00,2025-02-18 02:00:00,UTC+0100,1,Eindhoven,2025-02-18 01:00:00,Eindhoven,-3.8,0,0.0,7.8,78.72
61,56.0,56.0,2025-02-18 02:00:00,2025-02-18 03:00:00,UTC+0100,1,Eindhoven,2025-02-18 02:00:00,Eindhoven,-3.9,0,0.0,7.2,80.43
62,56.0,56.0,2025-02-18 03:00:00,2025-02-18 04:00:00,UTC+0100,1,Eindhoven,2025-02-18 03:00:00,Eindhoven,-4.0,0,0.0,7.3,81.17
63,56.0,56.0,2025-02-18 04:00:00,2025-02-18 05:00:00,UTC+0100,1,Eindhoven,2025-02-18 04:00:00,Eindhoven,-3.9,0,0.0,10.3,80.77
64,58.0,58.0,2025-02-18 05:00:00,2025-02-18 06:00:00,UTC+0100,1,Eindhoven,2025-02-18 05:00:00,Eindhoven,-3.6,0,0.0,10.6,80.34
65,60.0,60.0,2025-02-18 06:00:00,2025-02-18 07:00:00,UTC+0100,1,Eindhoven,2025-02-18 06:00:00,Eindhoven,-4.0,0,0.0,7.1,82.31
66,89.0,89.0,2025-02-18 07:00:00,2025-02-18 08:00:00,UTC+0100,1,Eindhoven,2025-02-18 07:00:00,Eindhoven,-4.1,0,0.0,10.5,82.24
67,75.5,77.5,2025-02-18 08:00:00,2025-02-18 09:00:00,UTC+0100,2,Eindhoven,2025-02-18 08:00:00,Eindhoven,-4.1,0,20.0,7.6,82.28
68,70.0,72.0,2025-02-18 09:00:00,2025-02-18 10:00:00,UTC+0100,2,Eindhoven,2025-02-18 09:00:00,Eindhoven,-2.4,1,128.0,14.2,75.66
69,80.0,80.0,2025-02-18 10:00:00,2025-02-18 11:00:00,UTC+0100,2,Eindhoven,2025-02-18 10:00:00,Eindhoven,-1.2,3,290.0,14.6,69.73
70,83.5,83.5,2025-02-18 11:00:00,2025-02-18 12:00:00,UTC+0100,2,Eindhoven,2025-02-18 11:00:00,Eindhoven,0.7,4,377.0,15.0,61.79
71,85.5,85.5,2025-02-18 12:00:00,2025-02-18 13:00:00,UTC+0100,2,Eindhoven,2025-02-18 12:00:00,Eindhoven,1.7,5,458.0,21.2,53.69
72,91.5,91.5,2025-02-18 13:00:00,2025-02-18 14:00:00,UTC+0100,2,Eindhoven,2025-02-18 13:00:00,Eindhoven,2.6,5,472.0,18.4,51.86
73,88.0,88.0,2025-02-18 14:00:00,2025-02-18 15:00:00,UTC+0100,1,Eindhoven,2025-02-18 14:00:00,Eindhoven,2.8,4,439.0,18.4,48.64
74,68.0,68.0,2025-02-18 16:00:00,2025-02-18 17:00:00,UTC+0100,1,Eindhoven,2025-02-18 16:00:00,Eindhoven,3.2,3,259.0,18.3,44.88
75,72.0,72.0,2025-02-18 17:00:00,2025-02-18 18:00:00,UTC+0100,1,Eindhoven,2025-02-18 17:00:00,Eindhoven,3.0,1,84.0,18.1,44.76
76,69.0,69.0,2025-02-18 18:00:00,2025-02-18 19:00:00,UTC+0100,1,Eindhoven,2025-02-18 18:00:00,Eindhoven,2.3,0,0.0,14.5,49.33
77,64.0,64.0,2025-02-18 19:00:00,2025-02-18 20:00:00,UTC+0100,1,Eindhoven,2025-02-18 19:00:00,Eindhoven,1.2,0,0.0,14.6,55.9
78,65.0,65.0,2025-02-18 20:00:00,2025-02-18 21:00:00,UTC+0100,1,Eindhoven,2025-02-18 20:00:00,Eindhoven,0.6,0,0.0,12.0,57.68
79,65.0,65.0,2025-02-18 21:00:00,2025-02-18 22:00:00,UTC+0100,1,Eindhoven,2025-02-18 21:00:00,Eindhoven,0.5,0,0.0,11.8,58.14
80,60.0,62.0,2025-02-18 22:00:00,2025-02-18 23:00:00,UTC+0100,1,Eindhoven,2025-02-18 22:00:00,Eindhoven,0.2,0,0.0,11.5,60.11
81,57.0,57.0,2025-02-18 23:00:00,2025-02-19 00:00:00,UTC+0100,1,Eindhoven,2025-02-18 23:00:00,Eindhoven,0.0,0,0.0,11.7,62.08
82,58.0,58.0,2025-02-19 00:00:00,2025-02-19 01:00:00,UTC+0100,1,Eindhoven,2025-02-19 00:00:00,Eindhoven,0.0,0,0.0,17.3,62.43
83,58.0,58.0,2025-02-19 01:00:00,2025-02-19 02:00:00,UTC+0100,1,Eindhoven,2025-02-19 01:00:00,Eindhoven,-0.2,0,0.0,14.6,63.29
84,57.0,57.0,2025-02-19 02:00:00,2025-02-19 03:00:00,UTC+0100,1,Eindhoven,2025-02-19 02:00:00,Eindhoven,0.0,0,0.0,15.0,61.57
85,56.0,56.0,2025-02-19 03:00:00,2025-02-19 04:00:00,UTC+0100,1,Eindhoven,2025-02-19 03:00:00,Eindhoven,0.0,0,0.0,14.7,59.03
86,57.0,57.0,2025-02-19 04:00:00,2025-02-19 05:00:00,UTC+0100,1,Eindhoven,2025-02-19 04:00:00,Eindhoven,-0.5,0,0.0,14.7,60.09
87,57.0,57.0,2025-02-19 05:00:00,2025-02-19 06:00:00,UTC+0100,1,Eindhoven,2025-02-19 05:00:00,Eindhoven,-0.6,0,0.0,14.7,59.06
88,60.0,60.0,2025-02-19 06:00:00,2025-02-19 07:00:00,UTC+0100,1,Eindhoven,2025-02-19 06:00:00,Eindhoven,-0.9,0,0.0,14.5,60.73
89,77.5,77.5,2025-02-19 07:00:00,2025-02-19 08:00:00,UTC+0100,2,Eindhoven,2025-02-19 07:00:00,Eindhoven,-1.0,0,0.0,14.7,60.72
90,73.5,73.5,2025-02-19 08:00:00,2025-02-19 09:00:00,UTC+0100,2,Eindhoven,2025-02-19 08:00:00,Eindhoven,-0.9,0,21.0,14.7,59.6
91,78.5,78.5,2025-02-19 09:00:00,2025-02-19 10:00:00,UTC+0100,2,Eindhoven,2025-02-19 09:00:00,Eindhoven,-0.3,1,95.0,15.1,57.95
92,75.0,83.33333333333333,2025-02-19 10:00:00,2025-02-19 11:00:00,UTC+0100,3,Eindhoven,2025-02-19 10:00:00,Eindhoven,0.6,2,191.0,17.9,53.77
93,79.0,86.33333333333333,2025-02-19 11:00:00,2025-02-19 12:00:00,UTC+0100,3,Eindhoven,2025-02-19 11:00:00,Eindhoven,1.6,3,285.0,18.4,50.12
94,80.66666666666667,89.66666666666667,2025-02-19 12:00:00,2025-02-19 13:00:00,UTC+0100,3,Eindhoven,2025-02-19 12:00:00,Eindhoven,2.8,3,339.0,18.2,47.14
95,85.33333333333333,91.66666666666667,2025-02-19 13:00:00,2025-02-19 14:00:00,UTC+0100,3,Eindhoven,2025-02-19 13:00:00,Eindhoven,4.2,4,386.0,15.1,44.13
96,87.66666666666667,96.0,2025-02-19 14:00:00,2025-02-19 15:00:00,UTC+0100,3,Eindhoven,2025-02-19 14:00:00,Eindhoven,4.8,4,435.0,18.1,43.27
97,80.0,93.5,2025-02-19 15:00:00,2025-02-19 16:00:00,UTC+0100,2,Eindhoven,2025-02-19 15:00:00,Eindhoven,5.3,3,340.0,17.2,42.36
